host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price_type,minimum_nights_range,number_of_reviews_range,reviews_per_month_range,calculated_host_listings_range,availability_365_range,last_review_year,last_review_month
3948843,Aubrey,Brooklyn,Fort Greene,40.69012,-73.97252,Entire home/apt,180,2,5,0.16,1,18,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,4.0
102754726,Paula,Brooklyn,Bedford-Stuyvesant,40.68562,-73.94042,Entire home/apt,300,2,34,1.11,1,180,High,Less than 3,26 to 50,Less than 3,Less than 2,100 to 200,2019.0,3.0
58118452,Baron,Brooklyn,Bedford-Stuyvesant,40.68898,-73.94756,Private room,53,1,59,1.9,1,188,Low,Less than 3,51 to 75,Less than 3,Less than 2,100 to 200,2018.0,2.0
1583461,Ben,Brooklyn,Crown Heights,40.66958,-73.95081,Entire home/apt,160,5,1,0.04,1,290,Medium,4 to 6,0 to 25,Less than 3,Less than 2,200 to 300,2017.0,3.0
100842144,Francis,Manhattan,Upper East Side,40.77502,-73.95536,Private room,143,2,8,0.26,1,365,Medium,Less than 3,0 to 25,Less than 3,Less than 2,300+,2018.0,5.0
8715723,Jacob,Manhattan,Harlem,40.80783,-73.95419,Private room,164,1,141,4.74,5,209,Medium,Less than 3,100+,4 to 6,2 to 5,200 to 300,2019.0,10.0
8715723,Jacob,Manhattan,Harlem,40.80986,-73.95349,Private room,164,1,143,4.82,5,221,Medium,Less than 3,100+,4 to 6,2 to 5,200 to 300,2019.0,6.0
5237407,Jenima,Brooklyn,Prospect-Lefferts Gardens,40.66197,-73.94668,Private room,48,2,74,2.38,2,20,Low,Less than 3,51 to 75,Less than 3,Less than 2,Less than 100,2019.0,4.0
102792338,Henry,Manhattan,Kips Bay,40.74411,-73.98011,Shared room,65,4,0,0.0,1,0,Low,4 to 6,0 to 25,No Review,Less than 2,Less than 100,No Review,No Review
102799406,Gail,Queens,Maspeth,40.71402,-73.90853,Entire home/apt,159,5,25,0.97,2,299,Medium,4 to 6,0 to 25,Less than 3,Less than 2,200 to 300,2019.0,6.0
1260413,Helena,Brooklyn,Williamsburg,40.71368,-73.94236,Private room,89,5,26,0.8,3,0,Low,4 to 6,26 to 50,Less than 3,2 to 5,Less than 100,2019.0,5.0
102811343,AGood,Queens,Astoria,40.77204,-73.93344,Entire home/apt,100,1,131,4.12,1,8,Low,Less than 3,100+,4 to 6,Less than 2,Less than 100,2019.0,2.0
69406365,Yoko,Manhattan,Upper East Side,40.77097,-73.94862,Private room,60,1,27,0.88,2,0,Low,Less than 3,26 to 50,Less than 3,Less than 2,Less than 100,2017.0,6.0
6181203,Segun,Brooklyn,Crown Heights,40.67638,-73.91578,Private room,42,4,13,0.41,1,364,Low,4 to 6,0 to 25,Less than 3,Less than 2,300+,2018.0,5.0
32209352,Diana,Brooklyn,Bushwick,40.696,-73.91303,Private room,57,4,17,0.66,2,307,Low,4 to 6,0 to 25,Less than 3,Less than 2,300+,2019.0,5.0
9193762,Hannah,Brooklyn,Bushwick,40.69702,-73.93269,Private room,43,1,1,0.03,1,0,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2016.0,11.0
28966357,Dorothy,Manhattan,East Harlem,40.786,-73.94571,Private room,99,2,81,2.51,3,88,Low,Less than 3,76 to 100,Less than 3,2 to 5,Less than 100,2019.0,5.0
36669277,Eugenie,Brooklyn,Williamsburg,40.71805,-73.96416,Private room,105,1,38,1.21,1,0,Medium,Less than 3,26 to 50,Less than 3,Less than 2,Less than 100,2017.0,10.0
8794266,Patricia,Manhattan,Harlem,40.8065,-73.94941,Entire home/apt,140,15,0,0.0,1,0,Medium,10+,0 to 25,No Review,Less than 2,Less than 100,No Review,No Review
21503447,Anthony,Manhattan,Washington Heights,40.8451,-73.94101,Private room,65,5,3,0.1,1,179,Low,4 to 6,0 to 25,Less than 3,Less than 2,100 to 200,2017.0,6.0
8616101,Chris,Manhattan,Upper West Side,40.78146,-73.97917,Entire home/apt,265,2,16,0.52,1,16,High,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,2.0
37712463,Caroline,Manhattan,Gramercy,40.73267,-73.98259,Private room,100,3,1,0.03,1,0,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2016.0,11.0
53635805,William,Brooklyn,Sunset Park,40.64759,-73.99812,Private room,38,2,1,0.03,1,0,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2016.0,10.0
48961085,Anabelle,Queens,Astoria,40.76422,-73.92491,Private room,88,5,7,0.22,1,0,Low,4 to 6,0 to 25,Less than 3,Less than 2,Less than 100,2017.0,6.0
102924482,Luis,Manhattan,Harlem,40.82514,-73.95489,Private room,60,4,41,1.31,1,98,Low,4 to 6,26 to 50,Less than 3,Less than 2,Less than 100,2019.0,9.0
73175609,Alex,Brooklyn,Windsor Terrace,40.65739,-73.9806,Entire home/apt,159,2,32,0.99,1,0,Medium,Less than 3,26 to 50,Less than 3,Less than 2,Less than 100,2017.0,8.0
59358,V.Stephan,Manhattan,Upper East Side,40.7844,-73.94856,Private room,65,2,42,1.31,2,0,Low,Less than 3,26 to 50,Less than 3,Less than 2,Less than 100,2019.0,6.0
56551795,Rylee,Manhattan,Upper West Side,40.79369,-73.96539,Entire home/apt,150,4,1,0.03,1,0,Medium,4 to 6,0 to 25,Less than 3,Less than 2,Less than 100,2017.0,1.0
16973022,Patrick,Brooklyn,Bushwick,40.69092,-73.91195,Private room,50,1,4,0.12,1,0,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2016.0,11.0
58368740,Bianca,Brooklyn,Bedford-Stuyvesant,40.68537,-73.95043,Private room,70,1,1,0.03,1,0,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2017.0,2.0
16221357,Theo,Brooklyn,Park Slope,40.68241,-73.97957,Private room,225,15,4,0.13,1,0,High,10+,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,5.0
10191995,Nora,Manhattan,Chinatown,40.71622,-73.9912,Private room,61,5,25,0.79,2,20,Low,4 to 6,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,4.0
102742122,Shannon,Queens,South Ozone Park,40.66996,-73.8223,Private room,120,1,31,1.03,1,352,Medium,Less than 3,26 to 50,Less than 3,Less than 2,300+,2019.0,6.0
11917115,Claudia,Brooklyn,Williamsburg,40.71497,-73.96145,Private room,110,3,0,0.0,1,0,Medium,Less than 3,0 to 25,No Review,Less than 2,Less than 100,No Review,No Review
5151544,Ale,Brooklyn,Cypress Hills,40.68148,-73.8904,Entire home/apt,63,4,54,1.71,1,344,Low,4 to 6,51 to 75,Less than 3,Less than 2,300+,2019.0,7.0
65092392,Jed,Brooklyn,Bushwick,40.69912,-73.93508,Private room,65,3,72,2.26,1,179,Low,Less than 3,51 to 75,Less than 3,Less than 2,100 to 200,2019.0,6.0
101491116,Tong,Brooklyn,Cypress Hills,40.6825,-73.87165,Shared room,25,1,64,2.02,6,0,Low,Less than 3,51 to 75,Less than 3,5 to 10,Less than 100,2019.0,3.0
8330977,Forrest,Manhattan,Midtown,40.74226,-73.98344,Entire home/apt,197,2,47,1.46,1,13,Medium,Less than 3,26 to 50,Less than 3,Less than 2,Less than 100,2019.0,6.0
19818873,Aline,Brooklyn,Greenpoint,40.72311,-73.9411,Private room,89,1,86,2.7,1,173,Low,Less than 3,76 to 100,Less than 3,Less than 2,100 to 200,2019.0,10.0
103087934,Martha,Brooklyn,Crown Heights,40.67567,-73.93744,Entire home/apt,158,4,61,1.92,1,264,Medium,4 to 6,51 to 75,Less than 3,Less than 2,200 to 300,2019.0,5.0
4012934,Risa,Manhattan,West Village,40.73278,-74.00053,Entire home/apt,125,7,12,0.38,1,0,Medium,7 to 9,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,4.0
2089329,Emanuele,Manhattan,East Harlem,40.79084,-73.93962,Entire home/apt,250,3,6,0.22,1,0,High,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,6.0
10191995,Nora,Manhattan,Chinatown,40.71542,-73.99045,Private room,119,6,117,3.65,2,207,Medium,4 to 6,100+,4 to 6,Less than 2,200 to 300,2019.0,6.0
103128664,Lina,Manhattan,Upper West Side,40.77409,-73.98031,Private room,128,7,71,2.21,1,171,Medium,7 to 9,51 to 75,Less than 3,Less than 2,100 to 200,2019.0,7.0
103129069,Ed,Brooklyn,Bedford-Stuyvesant,40.69527,-73.9365,Entire home/apt,169,3,44,1.4,1,64,Medium,Less than 3,26 to 50,Less than 3,Less than 2,Less than 100,2019.0,6.0
103158392,Arthur,Manhattan,Kips Bay,40.73726,-73.97932,Private room,115,3,61,1.94,1,137,Medium,Less than 3,51 to 75,Less than 3,Less than 2,100 to 200,2019.0,6.0
57307079,Julian,Queens,Astoria,40.76785,-73.91596,Private room,70,1,19,1.5,1,172,Low,Less than 3,0 to 25,Less than 3,Less than 2,100 to 200,2019.0,9.0
103131157,Grand,Manhattan,Midtown,40.74771,-73.98873,Private room,115,1,2,0.08,1,88,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2017.0,7.0
2388537,Andrea,Manhattan,Morningside Heights,40.81676,-73.96069,Private room,100,3,6,0.19,2,0,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,2.0
24140532,Josh,Brooklyn,Bedford-Stuyvesant,40.69411,-73.94086,Private room,50,3,91,2.83,4,262,Low,Less than 3,76 to 100,Less than 3,2 to 5,200 to 300,2019.0,5.0
1301576,Siobhan,Manhattan,Harlem,40.80811,-73.94486,Entire home/apt,200,7,3,0.09,2,0,Medium,7 to 9,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,8.0
10437339,Ro,Manhattan,West Village,40.73845,-74.00551,Entire home/apt,220,10,8,0.27,2,0,High,10+,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,2.0
31482341,Daniel,Manhattan,Inwood,40.86859,-73.91948,Private room,45,5,30,0.94,2,0,Low,4 to 6,26 to 50,Less than 3,Less than 2,Less than 100,2019.0,2.0
2270624,Ny,Manhattan,Harlem,40.81462,-73.95248,Entire home/apt,203,3,13,0.42,2,0,High,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,11.0
21463097,Vanessa,Manhattan,Murray Hill,40.74494,-73.97554,Entire home/apt,180,7,95,3.01,1,87,Medium,7 to 9,76 to 100,4 to 6,Less than 2,Less than 100,2019.0,6.0
18934273,Max,Bronx,Norwood,40.87529,-73.8762,Private room,40,1,1,0.03,1,0,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2016.0,12.0
92947863,Matthew,Brooklyn,Flatbush,40.64569,-73.95938,Private room,42,2,0,0.0,1,0,Low,Less than 3,0 to 25,No Review,Less than 2,Less than 100,No Review,No Review
103270784,Aryanna,Brooklyn,Bedford-Stuyvesant,40.68084,-73.92038,Entire home/apt,130,2,107,3.47,1,81,Medium,Less than 3,100+,4 to 6,Less than 2,Less than 100,2019.0,6.0
103277215,Akshay,Manhattan,Theater District,40.76126,-73.98636,Entire home/apt,190,10,5,0.16,1,0,Medium,10+,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,2.0
14315424,Alexa,Brooklyn,Williamsburg,40.70781,-73.95324,Private room,58,2,6,0.2,1,0,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2017.0,12.0
19966776,Lidia,Brooklyn,Fort Greene,40.68386,-73.96813,Entire home/apt,150,2,1,0.05,1,0,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2017.0,8.0
103345244,Jeff,Bronx,Kingsbridge,40.88546,-73.90526,Private room,55,1,0,0.0,2,64,Low,Less than 3,0 to 25,No Review,Less than 2,Less than 100,No Review,No Review
529412,Michael,Manhattan,Chelsea,40.74318,-74.00137,Entire home/apt,180,4,46,1.48,1,0,Medium,4 to 6,26 to 50,Less than 3,Less than 2,Less than 100,2019.0,6.0
103349564,Jennifer,Brooklyn,Williamsburg,40.71463,-73.96474,Entire home/apt,250,2,53,1.68,1,2,High,Less than 3,51 to 75,Less than 3,Less than 2,Less than 100,2019.0,6.0
23832321,Aurora And John,Brooklyn,Bedford-Stuyvesant,40.69533,-73.95439,Entire home/apt,150,2,14,0.46,1,0,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2017.0,11.0
22902354,Jessy,Brooklyn,Williamsburg,40.70852,-73.94849,Private room,49,3,7,0.32,1,37,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,5.0
278393,Dylana,Brooklyn,Bushwick,40.69906,-73.92431,Private room,40,2,96,2.99,3,78,Low,Less than 3,76 to 100,Less than 3,2 to 5,Less than 100,2019.0,6.0
17638424,Sophie,Queens,Elmhurst,40.74612,-73.87364,Private room,40,1,91,2.82,8,162,Low,Less than 3,76 to 100,Less than 3,5 to 10,100 to 200,2019.0,6.0
7265110,Charles,Manhattan,Harlem,40.80703,-73.95354,Entire home/apt,130,4,32,1.02,1,39,Medium,4 to 6,26 to 50,Less than 3,Less than 2,Less than 100,2019.0,6.0
1810885,Alex,Manhattan,East Village,40.72468,-73.9783,Private room,85,3,48,1.51,3,44,Low,Less than 3,26 to 50,Less than 3,2 to 5,Less than 100,2019.0,6.0
103367641,Nidhi,Manhattan,Gramercy,40.73338,-73.98535,Private room,110,1,8,0.25,1,0,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,4.0
1778121,Jay,Manhattan,East Village,40.72692,-73.98781,Private room,119,3,8,0.25,1,76,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,2.0
8455776,Wendy,Manhattan,Harlem,40.82305,-73.95033,Private room,60,1,23,0.73,2,97,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,6.0
8925370,Sarah,Manhattan,Inwood,40.87136,-73.91723,Entire home/apt,110,2,26,0.82,1,0,Medium,Less than 3,26 to 50,Less than 3,Less than 2,Less than 100,2018.0,6.0
51035062,Matt,Brooklyn,Bedford-Stuyvesant,40.69543,-73.94448,Private room,200,2,0,0.0,1,89,Medium,Less than 3,0 to 25,No Review,Less than 2,Less than 100,No Review,No Review
46707487,Kerry,Brooklyn,Williamsburg,40.70884,-73.94354,Private room,50,2,77,2.44,1,107,Low,Less than 3,76 to 100,Less than 3,Less than 2,100 to 200,2019.0,6.0
5407657,Regina,Brooklyn,Park Slope,40.67574,-73.97773,Entire home/apt,110,5,48,1.52,1,0,Medium,4 to 6,26 to 50,Less than 3,Less than 2,Less than 100,2019.0,5.0
19834899,Hector,Manhattan,Chelsea,40.74022,-74.00094,Entire home/apt,180,2,146,4.55,1,259,Medium,Less than 3,100+,4 to 6,Less than 2,200 to 300,2019.0,1.0
38294216,Rachel,Queens,South Ozone Park,40.66675,-73.81071,Private room,75,10,7,0.27,4,197,Low,10+,0 to 25,Less than 3,2 to 5,100 to 200,2019.0,4.0
103450258,Asaf,Queens,Kew Gardens Hills,40.72136,-73.81717,Entire home/apt,105,4,12,0.39,1,335,Medium,4 to 6,0 to 25,Less than 3,Less than 2,300+,2019.0,6.0
103452342,David,Queens,Kew Gardens Hills,40.72077,-73.81485,Entire home/apt,105,4,21,0.69,1,352,Medium,4 to 6,0 to 25,Less than 3,Less than 2,300+,2019.0,5.0
10703290,Mike,Manhattan,Upper East Side,40.77221,-73.94819,Entire home/apt,300,2,19,0.6,3,179,High,Less than 3,0 to 25,Less than 3,2 to 5,100 to 200,2019.0,5.0
1252820,Marc,Brooklyn,Williamsburg,40.71329,-73.96322,Private room,60,5,72,2.35,1,7,Low,4 to 6,51 to 75,Less than 3,Less than 2,Less than 100,2019.0,6.0
78619120,Dominique,Queens,Astoria,40.77145,-73.93008,Entire home/apt,100,4,78,2.74,1,201,Low,4 to 6,76 to 100,Less than 3,Less than 2,200 to 300,2019.0,7.0
101657794,Dr. Shirin,Queens,Briarwood,40.70857,-73.8075,Private room,120,1,77,2.39,6,361,Medium,Less than 3,76 to 100,Less than 3,5 to 10,300+,2019.0,6.0
57646925,Gaddi,Brooklyn,Flatlands,40.62846,-73.93355,Private room,35,2,0,0.0,1,0,Low,Less than 3,0 to 25,No Review,Less than 2,Less than 100,No Review,No Review
88043058,Pamela,Brooklyn,Bedford-Stuyvesant,40.68969,-73.95402,Private room,45,1,45,1.47,4,361,Low,Less than 3,26 to 50,Less than 3,2 to 5,300+,2019.0,6.0
103434234,Ali Nicole,Manhattan,Upper West Side,40.7768,-73.98217,Entire home/apt,255,2,65,2.04,1,5,High,Less than 3,51 to 75,Less than 3,Less than 2,Less than 100,2019.0,10.0
88043058,Pamela,Brooklyn,Bedford-Stuyvesant,40.68875,-73.95401,Private room,40,1,41,1.34,4,352,Low,Less than 3,26 to 50,Less than 3,2 to 5,300+,2019.0,5.0
4263511,Miriam,Brooklyn,Flatbush,40.63992,-73.96074,Private room,42,7,0,0.0,1,0,Low,7 to 9,0 to 25,No Review,Less than 2,Less than 100,No Review,No Review
103545877,Jon,Staten Island,Oakwood,40.56233,-74.12673,Entire home/apt,100,2,2,0.06,1,36,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2017.0,1.0
103554758,Cg,Brooklyn,Prospect-Lefferts Gardens,40.66146,-73.95478,Entire home/apt,110,3,88,2.76,1,248,Medium,Less than 3,76 to 100,Less than 3,Less than 2,200 to 300,2019.0,2.0
97148702,Helen And Alfred,Brooklyn,Park Slope,40.67192,-73.97733,Entire home/apt,185,3,104,3.28,1,262,Medium,Less than 3,100+,4 to 6,Less than 2,200 to 300,2019.0,6.0
1499220,Melanie,Manhattan,West Village,40.73316,-74.00476,Entire home/apt,147,1,42,1.32,1,4,Medium,Less than 3,26 to 50,Less than 3,Less than 2,Less than 100,2019.0,6.0
58503744,Rachel,Brooklyn,Bushwick,40.69505,-73.90729,Private room,65,4,4,0.12,1,0,Low,4 to 6,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,6.0
3142220,Tiffanie,Manhattan,Kips Bay,40.74114,-73.97657,Entire home/apt,200,2,22,0.81,1,11,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,5.0
103597496,Catherine,Brooklyn,Brooklyn Heights,40.69798,-73.99344,Entire home/apt,275,7,0,0.0,1,0,High,7 to 9,0 to 25,No Review,Less than 2,Less than 100,No Review,No Review
25039414,William,Brooklyn,Williamsburg,40.71612,-73.95085,Private room,200,5,11,0.36,1,83,Medium,4 to 6,0 to 25,Less than 3,Less than 2,Less than 100,2017.0,9.0
38866485,Eugene,Manhattan,Upper West Side,40.79402,-73.96398,Entire home/apt,100,4,3,0.1,1,0,Low,4 to 6,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,1.0
883283,Alison,Manhattan,East Village,40.72739,-73.98274,Entire home/apt,350,2,0,0.0,1,0,High,Less than 3,0 to 25,No Review,Less than 2,Less than 100,No Review,No Review
103605111,Yukiko,Queens,Woodside,40.74381,-73.89726,Private room,45,2,36,1.13,1,52,Low,Less than 3,26 to 50,Less than 3,Less than 2,Less than 100,2019.0,6.0
103488282,Kaka,Queens,Sunnyside,40.74674,-73.92194,Private room,75,1,122,3.78,5,0,Low,Less than 3,100+,4 to 6,2 to 5,Less than 100,2019.0,6.0
103611173,Jiyae,Brooklyn,Bushwick,40.69838,-73.91965,Shared room,60,1,0,0.0,1,0,Low,Less than 3,0 to 25,No Review,Less than 2,Less than 100,No Review,No Review
103611863,Lucy,Brooklyn,Gravesend,40.59744,-73.96964,Private room,40,2,7,0.22,1,318,Low,Less than 3,0 to 25,Less than 3,Less than 2,300+,2019.0,4.0
9112269,Tn,Queens,Astoria,40.75669,-73.91974,Entire home/apt,74,2,21,0.89,1,0,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,9.0
103631576,Nayamkah,Brooklyn,Bedford-Stuyvesant,40.68411,-73.94494,Entire home/apt,100,2,5,0.16,1,0,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2017.0,5.0
778293,Jamin,Brooklyn,Sunset Park,40.65766,-73.99919,Entire home/apt,95,3,73,2.39,1,131,Low,Less than 3,51 to 75,Less than 3,Less than 2,100 to 200,2019.0,1.0
83542652,Roger,Queens,Elmhurst,40.72381,-73.88688,Private room,59,3,8,0.83,1,73,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,6.0
38503504,Ayo,Brooklyn,Bedford-Stuyvesant,40.68536,-73.94358,Entire home/apt,180,2,75,2.35,1,237,Medium,Less than 3,51 to 75,Less than 3,Less than 2,200 to 300,2019.0,6.0
21679450,Vicky,Manhattan,Harlem,40.80251,-73.95765,Private room,50,2,0,0.0,2,0,Low,Less than 3,0 to 25,No Review,Less than 2,Less than 100,No Review,No Review
103678761,Chaehyun,Manhattan,Kips Bay,40.74182,-73.97898,Entire home/apt,160,3,9,0.28,1,0,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2017.0,1.0
16460821,Jehanne,Brooklyn,Williamsburg,40.70856,-73.95469,Entire home/apt,139,4,2,0.07,1,0,Medium,4 to 6,0 to 25,Less than 3,Less than 2,Less than 100,2017.0,4.0
101491116,Tong,Brooklyn,Cypress Hills,40.68313,-73.87077,Shared room,19,2,76,2.4,6,120,Low,Less than 3,76 to 100,Less than 3,5 to 10,100 to 200,2019.0,6.0
19536090,Adriana,Manhattan,SoHo,40.72705,-74.00419,Entire home/apt,375,2,14,0.73,2,335,High,Less than 3,0 to 25,Less than 3,Less than 2,300+,2019.0,5.0
102294498,Gee,Manhattan,East Harlem,40.79335,-73.94527,Entire home/apt,135,1,45,1.4,1,0,Medium,Less than 3,26 to 50,Less than 3,Less than 2,Less than 100,2017.0,2.0
57574248,Christine,Manhattan,Midtown,40.75361,-73.97215,Entire home/apt,175,3,0,0.0,3,0,Medium,Less than 3,0 to 25,No Review,2 to 5,Less than 100,No Review,No Review
84495247,Kyle,Brooklyn,Bedford-Stuyvesant,40.68318,-73.93497,Entire home/apt,169,4,78,2.54,1,84,Medium,4 to 6,76 to 100,Less than 3,Less than 2,Less than 100,2019.0,6.0
2753243,Jwanah,Queens,Astoria,40.76248,-73.92422,Private room,56,3,0,0.0,1,0,Low,Less than 3,0 to 25,No Review,Less than 2,Less than 100,No Review,No Review
64442357,Jaimie,Manhattan,Upper East Side,40.76323,-73.95916,Entire home/apt,200,4,2,0.07,1,0,Medium,4 to 6,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,10.0
41471799,Tessa,Brooklyn,Bushwick,40.70604,-73.92232,Entire home/apt,115,3,3,0.1,1,0,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2017.0,4.0
21660871,Rebecca,Brooklyn,Crown Heights,40.67559,-73.96066,Entire home/apt,45,3,1,0.03,1,0,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2016.0,11.0
12201187,Rex,Manhattan,Theater District,40.7612,-73.98631,Entire home/apt,400,4,12,0.38,1,26,High,4 to 6,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,2.0
101657794,Dr. Shirin,Queens,Briarwood,40.70839,-73.80623,Private room,65,1,47,1.48,6,365,Low,Less than 3,26 to 50,Less than 3,5 to 10,300+,2019.0,12.0
101491116,Tong,Brooklyn,Cypress Hills,40.68398,-73.87039,Private room,39,4,2,0.07,6,0,Low,4 to 6,0 to 25,Less than 3,5 to 10,Less than 100,2017.0,6.0
2448006,El Haj,Manhattan,Harlem,40.8036,-73.94603,Private room,80,2,3,0.28,3,339,Low,Less than 3,0 to 25,Less than 3,2 to 5,300+,2019.0,6.0
1301576,Siobhan,Manhattan,East Harlem,40.80604,-73.94233,Private room,85,3,97,3.07,2,14,Low,Less than 3,76 to 100,4 to 6,Less than 2,Less than 100,2019.0,6.0
43936824,Kylia,Manhattan,Upper East Side,40.77968,-73.95307,Private room,150,1,11,0.97,1,0,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,7.0
40639815,Carolina,Manhattan,Lower East Side,40.71953,-73.98364,Private room,75,8,0,0.0,1,0,Low,7 to 9,0 to 25,No Review,Less than 2,Less than 100,No Review,No Review
45404805,Bianca,Queens,Astoria,40.76938,-73.93227,Private room,120,5,1,0.05,2,351,Medium,4 to 6,0 to 25,Less than 3,Less than 2,300+,2018.0,7.0
1753251,Abeer,Queens,Jackson Heights,40.75109,-73.88049,Entire home/apt,100,4,4,0.13,1,157,Low,4 to 6,0 to 25,Less than 3,Less than 2,100 to 200,2018.0,11.0
92272,Kristin,Manhattan,Gramercy,40.73266,-73.98412,Private room,75,2,18,0.88,3,62,Low,Less than 3,0 to 25,Less than 3,2 to 5,Less than 100,2019.0,5.0
5179523,Max,Brooklyn,Williamsburg,40.71169,-73.95827,Private room,91,1,13,0.55,3,85,Low,Less than 3,0 to 25,Less than 3,2 to 5,Less than 100,2019.0,12.0
3587764,Jochen,Manhattan,Harlem,40.80031,-73.95514,Private room,150,1,2,0.07,1,0,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,12.0
3619937,Freddi,Brooklyn,Bushwick,40.699,-73.92849,Private room,46,7,26,0.91,2,0,Low,7 to 9,26 to 50,Less than 3,Less than 2,Less than 100,2019.0,6.0
100806,Madeline,Brooklyn,Crown Heights,40.67302,-73.94815,Private room,65,3,10,0.93,1,12,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,5.0
35980789,Shani,Manhattan,Upper East Side,40.76301,-73.95994,Entire home/apt,500,1,5,0.16,1,362,High,Less than 3,0 to 25,Less than 3,Less than 2,300+,2018.0,12.0
103841276,Cristina And Sasha,Brooklyn,Bushwick,40.69891,-73.93072,Private room,45,1,158,4.93,2,201,Low,Less than 3,100+,4 to 6,Less than 2,200 to 300,2019.0,6.0
103843016,Wendy,Brooklyn,Bedford-Stuyvesant,40.69326,-73.93265,Private room,50,3,0,0.0,1,0,Low,Less than 3,0 to 25,No Review,Less than 2,Less than 100,No Review,No Review
23423684,Nicole & Omari,Brooklyn,Bedford-Stuyvesant,40.68638,-73.92856,Entire home/apt,155,2,122,3.96,1,59,Medium,Less than 3,100+,4 to 6,Less than 2,Less than 100,2019.0,6.0
103848813,David,Brooklyn,Park Slope,40.67595,-73.97635,Entire home/apt,149,11,8,0.26,1,0,Medium,10+,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,4.0
103850896,Ashley,Brooklyn,Williamsburg,40.71644,-73.9433,Private room,60,2,5,0.16,2,0,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2017.0,10.0
74895323,Kara,Manhattan,Harlem,40.82434,-73.94979,Private room,42,7,3,0.1,1,53,Low,7 to 9,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,2.0
102466916,Luca And Kameko,Manhattan,Harlem,40.80778,-73.94345,Private room,45,30,6,0.25,6,164,Low,10+,0 to 25,Less than 3,5 to 10,100 to 200,2019.0,6.0
95597107,Linda,Brooklyn,Crown Heights,40.67896,-73.95748,Entire home/apt,130,4,3,0.1,1,13,Medium,4 to 6,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,3.0
27844914,Kim,Brooklyn,Bedford-Stuyvesant,40.69637,-73.93995,Private room,44,14,38,1.24,2,45,Low,10+,26 to 50,Less than 3,Less than 2,Less than 100,2019.0,6.0
3256433,Ira,Manhattan,Lower East Side,40.72068,-73.99291,Entire home/apt,250,30,3,0.19,7,4,High,10+,0 to 25,Less than 3,5 to 10,Less than 100,2019.0,5.0
102466916,Luca And Kameko,Manhattan,Harlem,40.80762,-73.94446,Private room,50,30,5,0.16,6,151,Low,10+,0 to 25,Less than 3,5 to 10,100 to 200,2018.0,11.0
